&XXXXXX;XXXXX ;XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX ;XXXXXXXXXX ;XXX ;X;
&      ;CODIGO;NOME: Usina, Barra e Tipo de Usina       ;PMAX       ;FCAP;C;
&XXXXXX;XXXXX ;XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX ;XXXXXXXXXX ;XXX ;X;
EOLICA ;  994 ;NLMCS _CJMCHAPEL_06074_UEE               ;      9999 ;1.0 ;1; 
EOLICA ; 1034 ;I3VERD_Verde Vale III_06173_UFV          ;      9999 ;1.0 ;0; 
EOLICA ; 1035 ;IDCJCT_CJCAETITE123_06195_UEE            ;      9999 ;1.0 ;1; 
EOLICA ; 1089 ;I3EVB2_Ventos da Bahia II_06342_UEE      ;      9999 ;1.0 ;0; 
EOLICA ; 1090 ;I3EVB4_Ventos da Bahia IV_06342_UEE      ;      9999 ;1.0 ;0; 
EOLICA ; 1091 ;I3EVB8_Ventos da Bahia VIII_06342_UEE    ;      9999 ;1.0 ;0; 
EOLICA ; 1107 ;DSBMC _CJBMACAUBAS_06370_UEE             ;      9999 ;1.0 ;1; 
EOLICA ; 1108 ;DSUEMA_MACAUBAS_06370_UEE                ;      9999 ;1.0 ;1; 
EOLICA ; 1109 ;DSUENH_N.HORIZONTE_06370_UEE             ;      9999 ;1.0 ;1; 
EOLICA ; 1110 ;DSUESE_SEABRA_06370_UEE                  ;      9999 ;1.0 ;1; 
&XXXXXXXXXX ;XXXXX ;XXXXX ;
&           ;CODIGO;BARRA ;
&XXXXXXXXXX ;XXXXX ;XXXXX ;
EOLICABARRA ;  994 ;06074 ;
EOLICABARRA ; 1034 ;06173 ;
EOLICABARRA ; 1035 ;06195 ;
EOLICABARRA ; 1089 ;06342 ;
EOLICABARRA ; 1090 ;06342 ;
EOLICABARRA ; 1091 ;06342 ;
EOLICABARRA ; 1107 ;06370 ;
EOLICABARRA ; 1108 ;06370 ;
EOLICABARRA ; 1109 ;06370 ;
EOLICABARRA ; 1110 ;06370 ;
&XXXXXXXXXX;XXXXX ;XX ;
&          ;CODIGO;SBM;
&XXXXXXXXXX;XXXXX ;XX ;
EOLICASUBM ;  994 ;NE ;
EOLICASUBM ; 1034 ;NE ;
EOLICASUBM ; 1035 ;NE ;
EOLICASUBM ; 1089 ;NE ;
EOLICASUBM ; 1090 ;NE ;
EOLICASUBM ; 1091 ;NE ;
EOLICASUBM ; 1107 ;NE ;
EOLICASUBM ; 1108 ;NE ;
EOLICASUBM ; 1109 ;NE ;
EOLICASUBM ; 1110 ;NE ;
&XXXXXXXXXXXXXX;XXXXX ;XX ;XX ;X ;XX ;XX ;X ;XXXXXXXXXX ;
EOLICA-GERACAO ; 1107 ; 5 ; 0 ;0 ; 5 ; 0 ;1 ;        70 ;
EOLICA-GERACAO ; 1107 ; 5 ; 0 ;1 ; 5 ; 1 ;0 ;        69 ;
EOLICA-GERACAO ; 1107 ; 5 ; 1 ;0 ; 5 ; 1 ;1 ;        67 ;
EOLICA-GERACAO ; 1107 ; 5 ; 1 ;1 ; 5 ; 2 ;0 ;        66 ;
EOLICA-GERACAO ; 1107 ; 5 ; 2 ;0 ; 5 ; 2 ;1 ;        64 ;
EOLICA-GERACAO ; 1107 ; 5 ; 2 ;1 ; 5 ; 3 ;1 ;        63 ;
EOLICA-GERACAO ; 1107 ; 5 ; 3 ;1 ; 5 ; 4 ;0 ;        64 ;
EOLICA-GERACAO ; 1107 ; 5 ; 4 ;0 ; 5 ; 4 ;1 ;        63 ;
EOLICA-GERACAO ; 1107 ; 5 ; 4 ;1 ; 5 ; 5 ;0 ;        60 ;
EOLICA-GERACAO ; 1107 ; 5 ; 5 ;0 ; 5 ; 5 ;1 ;        58 ;
EOLICA-GERACAO ; 1107 ; 5 ; 5 ;1 ; 5 ; 6 ;0 ;        55 ;
EOLICA-GERACAO ; 1107 ; 5 ; 6 ;0 ; 5 ; 6 ;1 ;        53 ;
EOLICA-GERACAO ; 1107 ; 5 ; 6 ;1 ; 5 ; 7 ;0 ;        52 ;
EOLICA-GERACAO ; 1107 ; 5 ; 7 ;0 ; 5 ; 7 ;1 ;        50 ;
EOLICA-GERACAO ; 1107 ; 5 ; 7 ;1 ; 5 ; 8 ;0 ;        49 ;
EOLICA-GERACAO ; 1107 ; 5 ; 8 ;0 ; 5 ; 8 ;1 ;        46 ;
EOLICA-GERACAO ; 1107 ; 5 ; 8 ;1 ; 5 ; 9 ;0 ;        42 ;
EOLICA-GERACAO ; 1107 ; 5 ; 9 ;0 ; 5 ; 9 ;1 ;        36 ;
EOLICA-GERACAO ; 1107 ; 5 ; 9 ;1 ; 5 ;10 ;0 ;        29 ;
EOLICA-GERACAO ; 1107 ; 5 ;10 ;0 ; 5 ;10 ;1 ;        23 ;
EOLICA-GERACAO ; 1107 ; 5 ;10 ;1 ; 5 ;11 ;0 ;        18 ;
EOLICA-GERACAO ; 1107 ; 5 ;11 ;0 ; 5 ;11 ;1 ;        14 ;
EOLICA-GERACAO ; 1107 ; 5 ;11 ;1 ; 5 ;12 ;0 ;        11 ;
EOLICA-GERACAO ; 1107 ; 5 ;12 ;0 ; 5 ;12 ;1 ;         9 ;
EOLICA-GERACAO ; 1107 ; 5 ;12 ;1 ; 5 ;13 ;0 ;         8 ;
EOLICA-GERACAO ; 1107 ; 5 ;13 ;0 ; 5 ;14 ;0 ;         7 ;
EOLICA-GERACAO ; 1107 ; 5 ;14 ;0 ; 5 ;14 ;1 ;         8 ;
EOLICA-GERACAO ; 1107 ; 5 ;14 ;1 ; 5 ;15 ;0 ;         9 ;
EOLICA-GERACAO ; 1107 ; 5 ;15 ;0 ; 5 ;15 ;1 ;        11 ;
EOLICA-GERACAO ; 1107 ; 5 ;15 ;1 ; 5 ;16 ;0 ;        14 ;
EOLICA-GERACAO ; 1107 ; 5 ;16 ;0 ; 5 ;16 ;1 ;        18 ;
EOLICA-GERACAO ; 1107 ; 5 ;16 ;1 ; 5 ;17 ;0 ;        24 ;
EOLICA-GERACAO ; 1107 ; 5 ;17 ;0 ; 5 ;17 ;1 ;        32 ;
EOLICA-GERACAO ; 1107 ; 5 ;17 ;1 ; 5 ;18 ;0 ;        41 ;
EOLICA-GERACAO ; 1107 ; 5 ;18 ;0 ; 5 ;18 ;1 ;        50 ;
EOLICA-GERACAO ; 1107 ; 5 ;18 ;1 ; 5 ;19 ;0 ;        57 ;
EOLICA-GERACAO ; 1107 ; 5 ;19 ;0 ; 5 ;19 ;1 ;        62 ;
EOLICA-GERACAO ; 1107 ; 5 ;19 ;1 ; 5 ;20 ;0 ;        64 ;
EOLICA-GERACAO ; 1107 ; 5 ;20 ;0 ; 5 ;20 ;1 ;        65 ;
EOLICA-GERACAO ; 1107 ; 5 ;20 ;1 ; 5 ;21 ;0 ;        66 ;
EOLICA-GERACAO ; 1107 ; 5 ;21 ;0 ; 5 ;21 ;1 ;        67 ;
EOLICA-GERACAO ; 1107 ; 5 ;21 ;1 ; 5 ;22 ;0 ;        69 ;
EOLICA-GERACAO ; 1107 ; 5 ;22 ;0 ; 6 ; 0 ;0 ;        70 ;
EOLICA-GERACAO ; 1107 ; 6 ; 0 ;0 ; 6 ; 0 ;1 ;        72 ;
EOLICA-GERACAO ; 1107 ; 6 ; 0 ;1 ; 6 ; 1 ;0 ;        71 ;
EOLICA-GERACAO ; 1107 ; 6 ; 1 ;0 ; 6 ; 2 ;0 ;        70 ;
EOLICA-GERACAO ; 1107 ; 6 ; 2 ;0 ; 6 ; 3 ;1 ;        69 ;
EOLICA-GERACAO ; 1107 ; 6 ; 3 ;1 ; 6 ; 4 ;1 ;        68 ;
EOLICA-GERACAO ; 1107 ; 6 ; 4 ;1 ; 6 ; 6 ;0 ;        67 ;
EOLICA-GERACAO ; 1107 ; 6 ; 6 ;0 ; 6 ; 6 ;1 ;        65 ;
EOLICA-GERACAO ; 1107 ; 6 ; 6 ;1 ; 6 ; 7 ;0 ;        63 ;
EOLICA-GERACAO ; 1107 ; 6 ; 7 ;0 ; 6 ; 7 ;1 ;        61 ;
EOLICA-GERACAO ; 1107 ; 6 ; 7 ;1 ; 6 ; 8 ;0 ;        58 ;
EOLICA-GERACAO ; 1107 ; 6 ; 8 ;0 ; 6 ; 8 ;1 ;        54 ;
EOLICA-GERACAO ; 1107 ; 6 ; 8 ;1 ; 6 ; 9 ;0 ;        49 ;
EOLICA-GERACAO ; 1107 ; 6 ; 9 ;0 ; 6 ; 9 ;1 ;        43 ;
EOLICA-GERACAO ; 1107 ; 6 ; 9 ;1 ; 6 ;10 ;0 ;        37 ;
EOLICA-GERACAO ; 1107 ; 6 ;10 ;0 ; 6 ;10 ;1 ;        31 ;
EOLICA-GERACAO ; 1107 ; 6 ;10 ;1 ; 6 ;11 ;0 ;        25 ;
EOLICA-GERACAO ; 1107 ; 6 ;11 ;0 ; 6 ;11 ;1 ;        20 ;
EOLICA-GERACAO ; 1107 ; 6 ;11 ;1 ; 6 ;12 ;0 ;        15 ;
EOLICA-GERACAO ; 1107 ; 6 ;12 ;0 ; 6 ;12 ;1 ;        12 ;
EOLICA-GERACAO ; 1107 ; 6 ;12 ;1 ; 6 ;14 ;1 ;        10 ;
EOLICA-GERACAO ; 1107 ; 6 ;14 ;1 ; 6 ;15 ;0 ;        12 ;
EOLICA-GERACAO ; 1107 ; 6 ;15 ;0 ; 6 ;15 ;1 ;        13 ;
EOLICA-GERACAO ; 1107 ; 6 ;15 ;1 ; 6 ;16 ;0 ;        16 ;
EOLICA-GERACAO ; 1107 ; 6 ;16 ;0 ; 6 ;16 ;1 ;        20 ;
EOLICA-GERACAO ; 1107 ; 6 ;16 ;1 ; 6 ;17 ;0 ;        27 ;
EOLICA-GERACAO ; 1107 ; 6 ;17 ;0 ; 6 ;17 ;1 ;        36 ;
EOLICA-GERACAO ; 1107 ; 6 ;17 ;1 ; 6 ;18 ;0 ;        46 ;
EOLICA-GERACAO ; 1107 ; 6 ;18 ;0 ; 6 ;18 ;1 ;        55 ;
EOLICA-GERACAO ; 1107 ; 6 ;18 ;1 ; 6 ;19 ;0 ;        61 ;
EOLICA-GERACAO ; 1107 ; 6 ;19 ;0 ; 6 ;19 ;1 ;        64 ;
EOLICA-GERACAO ; 1107 ; 6 ;19 ;1 ; 6 ;20 ;0 ;        65 ;
EOLICA-GERACAO ; 1107 ; 6 ;20 ;0 ; 6 ;21 ;0 ;        64 ;
EOLICA-GERACAO ; 1107 ; 6 ;21 ;0 ; 6 ;21 ;1 ;        66 ;
EOLICA-GERACAO ; 1107 ; 6 ;21 ;1 ; 6 ;22 ;0 ;        68 ;
EOLICA-GERACAO ; 1107 ; 6 ;22 ;0 ; 6 ;22 ;1 ;        70 ;
EOLICA-GERACAO ; 1107 ; 6 ;22 ;1 ; 6 ;23 ;0 ;        72 ;
EOLICA-GERACAO ; 1107 ; 6 ;23 ;0 ; 6 ;23 ;1 ;        73 ;
EOLICA-GERACAO ; 1107 ; 6 ;23 ;1 ; 7 ; 0 ;0 ;        74 ;
EOLICA-GERACAO ; 1107 ; 7 ; 0 ;0 ; 7 ; 0 ;1 ;        75 ;
EOLICA-GERACAO ; 1107 ; 7 ; 0 ;1 ; 7 ; 2 ;0 ;        74 ;
EOLICA-GERACAO ; 1107 ; 7 ; 2 ;0 ; 7 ; 2 ;1 ;        73 ;
EOLICA-GERACAO ; 1107 ; 7 ; 2 ;1 ; 7 ; 3 ;0 ;        72 ;
EOLICA-GERACAO ; 1107 ; 7 ; 3 ;0 ; 7 ; 4 ;1 ;        71 ;
EOLICA-GERACAO ; 1107 ; 7 ; 4 ;1 ; 7 ; 5 ;0 ;        72 ;
EOLICA-GERACAO ; 1107 ; 7 ; 5 ;0 ; 7 ; 5 ;1 ;        71 ;
EOLICA-GERACAO ; 1107 ; 7 ; 5 ;1 ; 7 ; 6 ;0 ;        69 ;
EOLICA-GERACAO ; 1107 ; 7 ; 6 ;0 ; 7 ; 6 ;1 ;        66 ;
EOLICA-GERACAO ; 1107 ; 7 ; 6 ;1 ; 7 ; 7 ;0 ;        63 ;
EOLICA-GERACAO ; 1107 ; 7 ; 7 ;0 ; 7 ; 7 ;1 ;        61 ;
EOLICA-GERACAO ; 1107 ; 7 ; 7 ;1 ; 7 ; 8 ;0 ;        58 ;
EOLICA-GERACAO ; 1107 ; 7 ; 8 ;0 ; 7 ; 8 ;1 ;        53 ;
EOLICA-GERACAO ; 1107 ; 7 ; 8 ;1 ; 7 ; 9 ;0 ;        48 ;
EOLICA-GERACAO ; 1107 ; 7 ; 9 ;0 ; 7 ; 9 ;1 ;        41 ;
EOLICA-GERACAO ; 1107 ; 7 ; 9 ;1 ; 7 ;10 ;0 ;        35 ;
EOLICA-GERACAO ; 1107 ; 7 ;10 ;0 ; 7 ;10 ;1 ;        30 ;
EOLICA-GERACAO ; 1107 ; 7 ;10 ;1 ; 7 ;11 ;0 ;        25 ;
EOLICA-GERACAO ; 1107 ; 7 ;11 ;0 ; 7 ;11 ;1 ;        21 ;
EOLICA-GERACAO ; 1107 ; 7 ;11 ;1 ; 7 ;12 ;0 ;        19 ;
EOLICA-GERACAO ; 1107 ; 7 ;12 ;0 ; 7 ;12 ;1 ;        17 ;
EOLICA-GERACAO ; 1107 ; 7 ;12 ;1 ; 7 ;14 ;1 ;        16 ;
EOLICA-GERACAO ; 1107 ; 7 ;14 ;1 ; 7 ;15 ;0 ;        18 ;
EOLICA-GERACAO ; 1107 ; 7 ;15 ;0 ; 7 ;15 ;1 ;        20 ;
EOLICA-GERACAO ; 1107 ; 7 ;15 ;1 ; 7 ;16 ;0 ;        25 ;
EOLICA-GERACAO ; 1107 ; 7 ;16 ;0 ; 7 ;16 ;1 ;        33 ;
EOLICA-GERACAO ; 1107 ; 7 ;16 ;1 ; 7 ;17 ;0 ;        41 ;
EOLICA-GERACAO ; 1107 ; 7 ;17 ;0 ; 7 ;17 ;1 ;        49 ;
EOLICA-GERACAO ; 1107 ; 7 ;17 ;1 ; 7 ;18 ;0 ;        57 ;
EOLICA-GERACAO ; 1107 ; 7 ;18 ;0 ; 7 ;18 ;1 ;        62 ;
EOLICA-GERACAO ; 1107 ; 7 ;18 ;1 ; 7 ;19 ;0 ;        66 ;
EOLICA-GERACAO ; 1107 ; 7 ;19 ;0 ; 7 ;19 ;1 ;        67 ;
EOLICA-GERACAO ; 1107 ; 7 ;19 ;1 ; 7 ;20 ;0 ;        66 ;
EOLICA-GERACAO ; 1107 ; 7 ;20 ;0 ; 7 ;21 ;0 ;        65 ;
EOLICA-GERACAO ; 1107 ; 7 ;21 ;0 ; 7 ;21 ;1 ;        66 ;
EOLICA-GERACAO ; 1107 ; 7 ;21 ;1 ; 7 ;22 ;0 ;        68 ;
EOLICA-GERACAO ; 1107 ; 7 ;22 ;0 ; 7 ;22 ;1 ;        71 ;
EOLICA-GERACAO ; 1107 ; 7 ;22 ;1 ; 7 ;23 ;0 ;        73 ;
EOLICA-GERACAO ; 1107 ; 7 ;23 ;0 ; 7 ;23 ;1 ;        74 ;
EOLICA-GERACAO ; 1107 ; 7 ;23 ;1 ; 8 ; 1 ;0 ;        75 ;
EOLICA-GERACAO ; 1107 ; 8 ; 1 ;0 ; 8 ; 1 ;1 ;        74 ;
EOLICA-GERACAO ; 1107 ; 8 ; 1 ;1 ; 8 ; 2 ;0 ;        73 ;
EOLICA-GERACAO ; 1107 ; 8 ; 2 ;0 ; 8 ; 2 ;1 ;        72 ;
EOLICA-GERACAO ; 1107 ; 8 ; 2 ;1 ; 8 ; 3 ;1 ;        70 ;
EOLICA-GERACAO ; 1107 ; 8 ; 3 ;1 ; 8 ; 4 ;0 ;        69 ;
EOLICA-GERACAO ; 1107 ; 8 ; 4 ;0 ; 8 ; 4 ;1 ;        68 ;
EOLICA-GERACAO ; 1107 ; 8 ; 4 ;1 ; 8 ; 5 ;0 ;        67 ;
EOLICA-GERACAO ; 1107 ; 8 ; 5 ;0 ; 8 ; 5 ;1 ;        64 ;
EOLICA-GERACAO ; 1107 ; 8 ; 5 ;1 ; 8 ; 6 ;0 ;        61 ;
EOLICA-GERACAO ; 1107 ; 8 ; 6 ;0 ; 8 ; 6 ;1 ;        57 ;
EOLICA-GERACAO ; 1107 ; 8 ; 6 ;1 ; 8 ; 7 ;0 ;        53 ;
EOLICA-GERACAO ; 1107 ; 8 ; 7 ;0 ; 8 ; 7 ;1 ;        50 ;
EOLICA-GERACAO ; 1107 ; 8 ; 7 ;1 ; 8 ; 8 ;0 ;        45 ;
EOLICA-GERACAO ; 1107 ; 8 ; 8 ;0 ; 8 ; 8 ;1 ;        40 ;
EOLICA-GERACAO ; 1107 ; 8 ; 8 ;1 ; 8 ; 9 ;0 ;        34 ;
EOLICA-GERACAO ; 1107 ; 8 ; 9 ;0 ; 8 ; 9 ;1 ;        27 ;
EOLICA-GERACAO ; 1107 ; 8 ; 9 ;1 ; 8 ;10 ;0 ;        21 ;
EOLICA-GERACAO ; 1107 ; 8 ;10 ;0 ; 8 ;10 ;1 ;        17 ;
EOLICA-GERACAO ; 1107 ; 8 ;10 ;1 ; 8 ;11 ;0 ;        13 ;
EOLICA-GERACAO ; 1107 ; 8 ;11 ;0 ; 8 ;11 ;1 ;        11 ;
EOLICA-GERACAO ; 1107 ; 8 ;11 ;1 ; 8 ;13 ;0 ;        10 ;
EOLICA-GERACAO ; 1107 ; 8 ;13 ;0 ; 8 ;13 ;1 ;        11 ;
EOLICA-GERACAO ; 1107 ; 8 ;13 ;1 ; 8 ;14 ;0 ;        12 ;
EOLICA-GERACAO ; 1107 ; 8 ;14 ;0 ; 8 ;14 ;1 ;        13 ;
EOLICA-GERACAO ; 1107 ; 8 ;14 ;1 ; 8 ;15 ;0 ;        15 ;
EOLICA-GERACAO ; 1107 ; 8 ;15 ;0 ; 8 ;15 ;1 ;        18 ;
EOLICA-GERACAO ; 1107 ; 8 ;15 ;1 ; 8 ;16 ;0 ;        21 ;
EOLICA-GERACAO ; 1107 ; 8 ;16 ;0 ; 8 ;16 ;1 ;        25 ;
EOLICA-GERACAO ; 1107 ; 8 ;16 ;1 ; 8 ;17 ;0 ;        32 ;
EOLICA-GERACAO ; 1107 ; 8 ;17 ;0 ; 8 ;17 ;1 ;        40 ;
EOLICA-GERACAO ; 1107 ; 8 ;17 ;1 ; 8 ;18 ;0 ;        49 ;
EOLICA-GERACAO ; 1107 ; 8 ;18 ;0 ; 8 ;18 ;1 ;        57 ;
EOLICA-GERACAO ; 1107 ; 8 ;18 ;1 ; 8 ;19 ;0 ;        63 ;
EOLICA-GERACAO ; 1107 ; 8 ;19 ;0 ; 8 ;19 ;1 ;        66 ;
EOLICA-GERACAO ; 1107 ; 8 ;19 ;1 ; 8 ;20 ;1 ;        67 ;
EOLICA-GERACAO ; 1107 ; 8 ;20 ;1 ; 8 ;21 ;1 ;        66 ;
EOLICA-GERACAO ; 1107 ; 8 ;21 ;1 ; 8 ;22 ;0 ;        67 ;
EOLICA-GERACAO ; 1107 ; 8 ;22 ;0 ; 8 ;22 ;1 ;        68 ;
EOLICA-GERACAO ; 1107 ; 8 ;22 ;1 ; 9 ; 0 ;0 ;        69 ;
EOLICA-GERACAO ; 1108 ; 4 ; 0 ;0 ; 9 ; 0 ;0 ;         0 ;
EOLICA-GERACAO ; 1109 ; 4 ; 0 ;0 ; 9 ; 0 ;0 ;         0 ;
EOLICA-GERACAO ; 1110 ; 4 ; 0 ;0 ; 9 ; 0 ;0 ;         0 ;
